,name,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation,States,Counties
9164,Drayton,7729,Valid,H4/5,2350.0,Found,1982.0,48.66667,-97.11667,"(48.66667, -97.11667)",1.0,2425.0
9165,Dresden (Kansas),7730,Valid,H5,6760.0,Found,1953.0,39.61667,-100.46306,"(39.61667, -100.46306)",17.0,1941.0
9167,Drum Mountains,7733,Valid,"Iron, IIIAB",529000.0,Found,1944.0,39.5,-112.9,"(39.5, -112.9)",13.0,898.0
9168,Dry Lake Valley,7734,Valid,L6,3.5,Found,2000.0,37.72683,-114.7865,"(37.72683, -114.7865)",10.0,2398.0
9170,Duchesne,7737,Valid,"Iron, IVA",22700.0,Found,1906.0,40.38333,-110.86667,"(40.38333, -110.86667)",13.0,2989.0
9171,Duel Hill (1854),7738,Valid,"Iron, IVA",21800.0,Found,1854.0,35.85,-82.7,"(35.85, -82.7)",37.0,2394.0
9172,Duel Hill (1873),7739,Valid,"Iron, IAB-MG",11300.0,Found,1873.0,35.85,-82.7,"(35.85, -82.7)",37.0,2394.0
9174,Dumas (a),7741,Valid,H5,46050.0,Found,1956.0,35.9,-101.9,"(35.9, -101.9)",23.0,780.0
9175,Dumas (b),7742,Valid,H6,2284.0,Found,1980.0,35.925,-101.895,"(35.925, -101.895)",23.0,780.0
9176,Dumont,47341,Valid,"Iron, IVB",27420.0,Found,1994.0,33.81667,-100.51667,"(33.81667, -100.51667)",23.0,767.0
9177,Duncanville,7744,Valid,H,17800.0,Found,1961.0,32.63333,-96.86667,"(32.63333, -96.86667)",23.0,3162.0
9179,Dungannon,7747,Valid,"Iron, IAB-MG",13000.0,Found,1922.0,36.85,-82.45,"(36.85, -82.45)",40.0,922.0
9182,Dutch Flat,7753,Valid,"Iron, IIAB",48.8,Found,2002.0,34.48333,-113.91667,"(34.48333, -113.91667)",7.0,8.0
9183,Dwight,7756,Valid,L6,4100.0,Found,1940.0,38.85,-96.58333,"(38.85, -96.58333)",17.0,1248.0
9184,Eads,7759,Valid,H4,4860.0,Found,1975.0,38.47,-102.82667,"(38.47, -102.82667)",9.0,29.0
9185,Eagle Station,7761,Valid,"Pallasite, PES",36000.0,Found,1880.0,38.61667,-84.96667,"(38.61667, -84.96667)",36.0,1477.0
9188,Edmond,7767,Valid,H6,4000.0,Found,1983.0,39.76667,-99.91667,"(39.76667, -99.91667)",17.0,1252.0
9189,Edmonson (a),7768,Valid,L6,12000.0,Found,1955.0,34.28333,-101.83333,"(34.28333, -101.83333)",23.0,751.0
9190,Edmonson (b),7769,Valid,H4,14402.0,Found,1981.0,34.28333,-101.83333,"(34.28333, -101.83333)",23.0,751.0
9192,Edmonton (Kentucky),7771,Valid,"Iron, IAB-sLM",10200.0,Found,1942.0,37.03333,-85.63333,"(37.03333, -85.63333)",36.0,253.0
9217,El Capitan,7794,Valid,"Iron, IIIAB",27500.0,Found,1893.0,33.5,-105.5,"(33.5, -105.5)",11.0,613.0
9408,El Mirage,7809,Valid,"Iron, IIAB",598.0,Found,1972.0,33.68333,-112.26667,"(33.68333, -112.26667)",7.0,989.0
9409,El Mirage Dry Lake 001,7810,Valid,H5,1.5,Found,2000.0,34.65433,-117.59638,"(34.65433, -117.59638)",8.0,78.0
9410,El Mirage Dry Lake 002,7811,Valid,H4,13.0,Found,2001.0,34.64667,-117.58108,"(34.64667, -117.58108)",8.0,78.0
9411,El Mirage Dry Lake 003,53845,Valid,H6,6.9,Found,2010.0,34.63432,-117.56217,"(34.63432, -117.56217)",8.0,78.0
9412,El Mirage Dry Lake 004,54570,Valid,LL6,271.0,Found,2011.0,34.65783,-117.59892,"(34.65783, -117.59892)",8.0,78.0
9413,El Paso,7812,Valid,LL4,276.0,Found,1950.0,31.78333,-106.23333,"(31.78333, -106.23333)",23.0,3172.0
9417,El Rancho Grande,7816,Valid,Pallasite,40.7,Found,1954.0,37.0,-105.0,"(37.0, -105.0)",9.0,1013.0
9421,Elba,7821,Valid,H5,4175.0,Found,1966.0,39.83333,-103.21667,"(39.83333, -103.21667)",9.0,37.0
11628,Elida (a),10014,Valid,L6,936.8,Found,1968.0,33.78333,-103.57667,"(33.78333, -103.57667)",11.0,1987.0
11629,Elida (b),10015,Valid,OC,537.8,Found,1968.0,33.91667,-103.51833,"(33.91667, -103.51833)",11.0,1987.0
11630,Elida (c),10016,Valid,H5,385.5,Found,1968.0,33.79,-103.56333,"(33.79, -103.56333)",11.0,1987.0
11631,Elizabeth,56566,Valid,"Iron, IAB-ung",732.0,Found,,42.318,-90.221,"(42.318, -90.221)",34.0,1714.0
11632,Elkhart,10017,Valid,H5,573.0,Found,1936.0,37.01667,-101.88333,"(37.01667, -101.88333)",17.0,1249.0
11635,Ellicott,10021,Valid,"Iron, IAB-ung",15700.0,Found,1960.0,38.80778,-104.56944,"(38.80778, -104.56944)",9.0,1447.0
11636,Ellis County,10022,Valid,H6,4692.0,Found,1948.0,38.78333,-99.33333,"(38.78333, -99.33333)",17.0,1944.0
11638,Elm Creek,10024,Valid,H4,7000.0,Found,1906.0,38.5,-96.2,"(38.5, -96.2)",17.0,1242.0
11644,Elton,10029,Valid,"Iron, ungrouped",1900.0,Found,1936.0,33.71667,-100.83333,"(33.71667, -100.83333)",23.0,840.0
11645,Elyria,10030,Valid,"Iron, IIIAB",10900.0,Found,1971.0,38.28,-97.365,"(38.28, -97.365)",17.0,1244.0
11646,Emery,10031,Valid,Mesosiderite-A3,16700.0,Found,1962.0,43.56333,-97.58333,"(43.56333, -97.58333)",21.0,674.0
11647,Emmitsburg,10034,Valid,"Iron, IIIAB?",450.0,Found,1854.0,39.71667,-77.3,"(39.71667, -77.3)",45.0,1768.0
11650,Enigma,10036,Valid,H4,94.0,Found,1967.0,31.33333,-82.31667,"(31.33333, -82.31667)",31.0,1517.0
11651,Enon,10037,Valid,"Iron, ungrouped",763.0,Found,1883.0,39.86667,-83.95,"(39.86667, -83.95)",38.0,576.0
11653,Erie,10045,Valid,L6,3300.0,Found,1965.0,40.03167,-105.05667,"(40.03167, -105.05667)",9.0,85.0
11660,Essex,10056,Valid,H5,5000.0,Found,2002.0,34.61167,-115.03333,"(34.61167, -115.03333)",8.0,78.0
11661,Estacado,10057,Valid,H6,290000.0,Found,1883.0,33.9,-101.75,"(33.9, -101.75)",23.0,751.0
11665,Etter,10062,Valid,L5,450000.0,Found,1965.0,35.98333,-101.9,"(35.98333, -101.9)",23.0,780.0
11666,Euclid,10063,Valid,H5,2500.0,Found,1970.0,47.95833,-96.7,"(47.95833, -96.7)",1.0,385.0
11667,Eunice,10064,Valid,H5,2300.0,Found,1961.0,34.47,-101.75833,"(34.47, -101.75833)",23.0,799.0
11668,Eustis,10065,Valid,H4,502.0,Found,1918.0,28.83333,-81.68333,"(28.83333, -81.68333)",30.0,1112.0
11669,Eva,10066,Valid,H5,6700.0,Found,1965.0,36.81667,-101.90833,"(36.81667, -101.90833)",20.0,2271.0
11670,Fairburn,56565,Valid,"Iron, IAB-ung",445.0,Found,1907.0,43.603,-103.026,"(43.603, -103.026)",21.0,2636.0
11671,Fairfield,10069,Valid,"Iron, IAB-MG",1600.0,Found,1974.0,39.33333,-84.6,"(39.33333, -84.6)",38.0,2510.0
11672,Fairview,10070,Valid,"Iron, IIIAB",28800.0,Found,1986.0,34.10139,-102.65,"(34.10139, -102.65)",23.0,819.0
11673,Faith,10071,Valid,H5,105000.0,Found,1952.0,45.33333,-102.08333,"(45.33333, -102.08333)",21.0,2728.0
11674,Falsey Draw,10072,Valid,L6,4180.0,Found,1995.0,33.84333,-103.93667,"(33.84333, -103.93667)",11.0,2535.0
11675,Farley,10073,Valid,H5,19400.0,Found,1936.0,36.33333,-104.05,"(36.33333, -104.05)",11.0,2537.0
11676,Farnum,10076,Valid,L5,4200.0,Found,1937.0,40.25,-100.23333,"(40.25, -100.23333)",19.0,2311.0
11677,Faucett,10077,Valid,H5,100000.0,Found,1966.0,39.61667,-94.86667,"(39.61667, -94.86667)",18.0,2692.0
11679,Felt,10083,Valid,H6,5400.0,Found,1970.0,36.55,-102.78333,"(36.55, -102.78333)",20.0,2713.0
11680,Felt (b),10084,Valid,L3.5-5,5590.0,Found,1990.0,36.58333,-102.7,"(36.58333, -102.7)",20.0,2713.0
11683,Ferguson Switch,10089,Valid,H5,1700.0,Found,1937.0,34.0,-101.5,"(34.0, -101.5)",23.0,3188.0
11685,Fife,30563,Valid,H5,8600.0,Found,2003.0,31.38972,-99.40583,"(31.38972, -99.40583)",23.0,2796.0
11692,Finney,10104,Valid,L5,10700.0,Found,1962.0,34.26667,-101.56667,"(34.26667, -101.56667)",23.0,751.0
11693,Finney (c),10105,Valid,OC,492.0,Found,1978.0,34.29833,-101.68333,"(34.29833, -101.68333)",23.0,751.0
11694,Fish Canyon,10106,Valid,"Iron, IAB complex",27.3,Found,1992.0,31.735,-110.75333,"(31.735, -110.75333)",7.0,942.0
11695,Fitzwater Pass,51738,Valid,"Iron, IIIF",65.4,Found,1974.0,42.03839,-120.58942,"(42.03839, -120.58942)",12.0,2370.0
11696,Flagg,10108,Valid,L5,7000.0,Found,1954.0,34.43333,-102.51667,"(34.43333, -102.51667)",23.0,828.0
11697,Flagler,30564,Valid,H3.8,4100.0,Found,1972.0,39.23,-102.99,"(39.23, -102.99)",9.0,1009.0
11698,Flandreau,10109,Valid,H5,21360.0,Found,1983.0,44.04833,-96.59167,"(44.04833, -96.59167)",21.0,2690.0
11699,Fleming,10110,Valid,H3.7,1750.0,Found,1940.0,40.68333,-102.81667,"(40.68333, -102.81667)",9.0,1014.0
11700,Florey,10112,Valid,H6,110800.0,Found,1978.0,32.5225,-102.705,"(32.5225, -102.705)",23.0,815.0
11701,Floyd,10113,Valid,L4,13000.0,Found,1966.0,34.19333,-103.575,"(34.19333, -103.575)",11.0,1987.0
11702,Floydada,10114,Valid,"Iron, IIIAB",12500.0,Found,1912.0,33.98333,-101.28333,"(33.98333, -101.28333)",23.0,3188.0
11703,Floydada (b),10115,Valid,H5,6266.0,Found,1999.0,33.98333,-101.33333,"(33.98333, -101.33333)",23.0,3188.0
11704,Fluvanna (a),10116,Valid,L5,9500.0,Found,1967.0,32.8,-101.11667,"(32.8, -101.11667)",23.0,2886.0
11705,Fluvanna (b),10117,Valid,H6,4110.0,Found,1976.0,32.90333,-101.16278,"(32.90333, -101.16278)",23.0,2886.0
11707,Forestburg (a),10121,Valid,L4,26100.0,Found,1957.0,33.50667,-97.65139,"(33.50667, -97.65139)",23.0,2823.0
11708,Forestburg (b),10122,Valid,L5,26600.0,Found,1957.0,33.49556,-97.58861,"(33.49556, -97.58861)",23.0,2823.0
11748,Forsyth County,10165,Valid,"Iron, IIAB",22700.0,Found,1891.0,36.1,-80.2,"(36.1, -80.2)",37.0,2337.0
11749,Fort Pierre,10167,Valid,"Iron, IIIAB",15900.0,Found,1856.0,44.35,-100.38333,"(44.35, -100.38333)",21.0,2732.0
11750,Fort Stockton,10168,Valid,Iron,4762.8,Found,1952.0,30.91667,-103.06667,"(30.91667, -103.06667)",23.0,2855.0
11752,Foster,10170,Valid,H4,1992.0,Found,1975.0,33.1,-102.26667,"(33.1, -102.26667)",23.0,801.0
11754,Fountain Hills,30565,Valid,CBa,60.0,Found,2002.0,33.61,-111.72,"(33.61, -111.72)",7.0,989.0
11755,Four Corners,10172,Valid,"Iron, IAB-ung",25000.0,Found,1924.0,37.0,-109.05,"(37.0, -109.05)",13.0,3177.0
11756,Franceville,10173,Valid,"Iron, IIIAB",18800.0,Found,1890.0,38.81667,-104.61667,"(38.81667, -104.61667)",9.0,1447.0
11757,Franconia,10174,Valid,H5,100000.0,Found,2002.0,34.71637,-114.22197,"(34.71637, -114.22197)",7.0,8.0
11758,Frankel City,10175,Valid,L6,4700.0,Found,1977.0,32.33333,-102.745,"(32.33333, -102.745)",23.0,815.0
11759,Frankfort (iron),10176,Valid,"Iron, IIIAB",10900.0,Found,1866.0,38.2,-84.83333,"(38.2, -84.83333)",36.0,241.0
11760,Franklin,10178,Valid,H5,9062.0,Found,1921.0,36.71667,-86.56667,"(36.71667, -86.56667)",36.0,1486.0
11761,Franklinville,10179,Valid,L6,108.0,Found,1888.0,38.5,-100.0,"(38.5, -100.0)",17.0,1251.0
11762,Freda,10180,Valid,"Iron, IAB-sLH",268.0,Found,1919.0,46.38333,-101.23333,"(46.38333, -101.23333)",3.0,2422.0
11763,Fremont Butte,10181,Valid,L4,6647.0,Found,1963.0,38.5,-105.5,"(38.5, -105.5)",9.0,1448.0
11765,Friona,10184,Valid,L5,21900.0,Found,1981.0,34.54,-102.56833,"(34.54, -102.56833)",23.0,2854.0
12553,Fuzzy Creek,10841,Valid,"Iron, IVA",2700.0,Found,,31.61111,-99.90417,"(31.61111, -99.90417)",23.0,793.0
12554,Gahanna,10842,Valid,"Iron, IAB-MG",1201.0,Found,1950.0,40.01667,-82.86667,"(40.01667, -82.86667)",38.0,2520.0
12555,Gail,10843,Valid,H4,4650.0,Found,1948.0,32.7,-101.6,"(32.7, -101.6)",23.0,3028.0
12556,Gaines County Park,10844,Valid,H5,13700.0,Found,1977.0,32.83333,-102.73333,"(32.83333, -102.73333)",23.0,3192.0
12557,Galatia,10847,Valid,L6,23900.0,Found,1971.0,38.64167,-98.88333,"(38.64167, -98.88333)",17.0,3137.0
12558,Galleta Flat,52414,Valid,H4,392.0,Found,2009.0,32.00415,-110.37503,"(32.00415, -110.37503)",7.0,5.0
12565,Garnett,10862,Valid,H4,4788.0,Found,1938.0,38.26667,-95.25,"(38.26667, -95.25)",17.0,1892.0
12567,Garrison,10864,Valid,H5,5116.0,Found,1969.0,33.86333,-103.34667,"(33.86333, -103.34667)",11.0,1987.0
12570,Gaylord,10868,Valid,H4,8480.0,Found,1983.0,39.61667,-98.7,"(39.61667, -98.7)",17.0,1295.0
12605,Georgetown,10904,Valid,H6,687.0,Found,1967.0,39.7,-105.7,"(39.7, -105.7)",9.0,1439.0
12615,Gila Bend,30664,Valid,L5,3700.0,Found,2000.0,33.03333,-112.61667,"(33.03333, -112.61667)",7.0,989.0
12620,Gladstone (stone),10921,Valid,H4,57300.0,Found,1936.0,36.3,-104.0,"(36.3, -104.0)",11.0,1994.0
12621,Glasgow,10927,Valid,"Iron, IIIAB",20400.0,Found,1922.0,37.01667,-85.91667,"(37.01667, -85.91667)",36.0,1877.0
12622,Glasston,10928,Valid,L5,1990.0,Found,1969.0,48.71667,-97.3,"(48.71667, -97.3)",3.0,2425.0
12623,Glen Rose (iron),10932,Valid,"Iron, ungrouped",11000.0,Found,1934.0,32.25,-97.71667,"(32.25, -97.71667)",23.0,3185.0
12626,Glorieta Mountain,10935,Valid,"Pallasite, PMG-an",148000.0,Found,1884.0,35.6,-105.8,"(35.6, -105.8)",11.0,1990.0
12630,Gold Basin,10940,Valid,L4,61000.0,Found,1995.0,35.875,-114.23333,"(35.875, -114.23333)",7.0,8.0
12631,Golden Mile,10941,Valid,H4,378.8,Found,2000.0,35.89,-114.16667,"(35.89, -114.16667)",7.0,8.0
12632,Golden Rule,10942,Valid,L5,797.6,Found,1999.0,35.87333,-114.2,"(35.87333, -114.2)",7.0,8.0
12633,Goldstone Dry Lake,10943,Valid,H6,1.1,Found,1999.0,35.37333,-116.90833,"(35.37333, -116.90833)",8.0,78.0
12634,Gomez,10944,Valid,L6,47000.0,Found,1974.0,33.18139,-102.40139,"(33.18139, -102.40139)",23.0,801.0
12635,Goodland,10945,Valid,L4,3628.0,Found,1923.0,39.35,-101.66667,"(39.35, -101.66667)",17.0,1294.0
12636,Goose Creek,10946,Valid,H5,2132.3,Found,1999.0,37.435,-98.31833,"(37.435, -98.31833)",17.0,323.0
12637,Goose Lake,10947,Valid,"Iron, IAB-sLL",1169500.0,Found,1938.0,41.98,-120.54167,"(41.98, -120.54167)",8.0,76.0
12642,Grady (1933),10951,Valid,L3-6,4230.0,Found,1933.0,34.8,-103.31667,"(34.8, -103.31667)",11.0,3143.0
12643,Grady (1937),10952,Valid,H3.7,9300.0,Found,1937.0,34.8,-103.31667,"(34.8, -103.31667)",11.0,3143.0
12644,Grady (c),10953,Valid,H4,5700.0,Found,1970.0,34.8,-103.31667,"(34.8, -103.31667)",11.0,3143.0
12645,Granada Creek,10954,Valid,H,479.0,Found,1975.0,37.96667,-102.33333,"(37.96667, -102.33333)",9.0,1064.0
12646,Grand Rapids,10955,Valid,"Iron, ungrouped",51700.0,Found,1883.0,42.96667,-85.76667,"(42.96667, -85.76667)",50.0,1260.0
12647,Grandview,47730,Valid,L5,6400.0,Found,2008.0,32.788333,-101.938333,"(32.788333, -101.938333)",23.0,838.0
12648,Grant,10957,Valid,"Iron, IIIAB",525000.0,Found,1929.0,35.16667,-107.88333,"(35.16667, -107.88333)",11.0,2536.0
12649,Grant County,10958,Valid,L6,2300.0,Found,1936.0,37.46667,-101.43333,"(37.46667, -101.43333)",17.0,318.0
12650,Grassland,10959,Valid,L4,4400.0,Found,1964.0,33.11667,-101.58333,"(33.11667, -101.58333)",23.0,773.0
12991,Grayton,11177,Valid,H5,11300.0,Found,1983.0,30.31167,-86.16667,"(30.31167, -86.16667)",30.0,
12993,Great Bend,11180,Valid,H6,28770.0,Found,1983.0,38.395,-98.91583,"(38.395, -98.91583)",17.0,3137.0
13023,Greaterville,11193,Valid,L4,48.0,Found,1995.0,31.76167,-110.75,"(31.76167, -110.75)",7.0,942.0
13024,Greenbrier County,11194,Valid,"Iron, IIIAB",5000.0,Found,1880.0,37.83333,-80.31667,"(37.83333, -80.31667)",42.0,2805.0
13025,Greener Reservoir,30666,Valid,H4,45.0,Found,2004.0,39.49133,-112.942,"(39.49133, -112.942)",13.0,898.0
13026,Greenwell Springs,11195,Valid,LL4,664.0,Found,1987.0,30.51528,-91.01222,"(30.51528, -91.01222)",22.0,1582.0
13031,Gretna,11201,Valid,L5,82000.0,Found,1912.0,39.93333,-99.21667,"(39.93333, -99.21667)",17.0,1255.0
13032,Grier (a),11202,Valid,OC,12.4,Found,1969.0,34.38167,-103.39167,"(34.38167, -103.39167)",11.0,3143.0
13033,Grier (b),11203,Valid,L5-7,929.4,Found,1969.0,34.26667,-103.38333,"(34.26667, -103.38333)",11.0,1987.0
13034,Griffith,11204,Valid,"Iron, ungrouped",6000.0,Found,1985.0,33.71667,-102.81667,"(33.71667, -102.81667)",23.0,830.0
13035,Griffith Wash,55289,Valid,L6,93.0,Found,2011.0,35.06639,-114.0975,"(35.06639, -114.0975)",7.0,8.0
15936,Gruver,11428,Valid,H4,13100.0,Found,1934.0,36.33333,-101.4,"(36.33333, -101.4)",23.0,2021.0
15937,Guadaloupe County,11430,Valid,Iron,20.5,Found,1950.0,29.5,-98.0,"(29.5, -98.0)",23.0,2019.0
15942,Guffey,11441,Valid,"Iron, ungrouped",309000.0,Found,1907.0,38.76667,-105.51667,"(38.76667, -105.51667)",9.0,1062.0
15943,Guilford County,11444,Valid,"Iron, IIIAB",1100.0,Found,1822.0,35.56667,-79.83333,"(35.56667, -79.83333)",37.0,651.0
15944,Guin,11445,Valid,"Iron, ungrouped",34500.0,Found,1969.0,33.96667,-87.91667,"(33.96667, -87.91667)",29.0,102.0
15948,Gun Creek,11451,Valid,"Iron, ungrouped",22700.0,Found,1909.0,34.0,-111.0,"(34.0, -111.0)",7.0,987.0
15950,Gunlock,11453,Valid,L3.2,6800.0,Found,1982.0,37.28333,-113.78333,"(37.28333, -113.78333)",13.0,901.0
15970,Hale Center (no. 1),11477,Valid,L5,610.0,Found,1936.0,34.05,-101.75,"(34.05, -101.75)",23.0,751.0
15971,Hale Center (no. 2),11478,Valid,H4,695.0,Found,1936.0,34.05,-101.75,"(34.05, -101.75)",23.0,751.0
15976,Hamilton (Texas),11484,Valid,OC,2700.0,Found,1965.0,31.59333,-98.25,"(31.59333, -98.25)",23.0,752.0
16321,Hammond,11813,Valid,"Iron, ungrouped",24000.0,Found,1884.0,44.91667,-92.43333,"(44.91667, -92.43333)",41.0,3039.0
16323,Hangman Crossing,11816,Valid,H4,1300.0,Found,1976.0,38.91972,-85.94722,"(38.91972, -85.94722)",35.0,1896.0
16326,Happy (a),11818,Valid,H3,2860.0,Found,1971.0,35.68,-101.99333,"(35.68, -101.99333)",23.0,780.0
16327,Happy (b),11819,Valid,OC,2505.0,Found,1972.0,34.59333,-101.99333,"(34.59333, -101.99333)",23.0,799.0
16328,Happy (c),11820,Valid,OC,884.3,Found,1971.0,34.58333,-102.05,"(34.58333, -102.05)",23.0,828.0
16329,Happy Canyon,11821,Valid,EL6/7,16300.0,Found,1971.0,34.80167,-101.56667,"(34.80167, -101.56667)",23.0,817.0
16332,Hardesty,11825,Valid,"Iron, IIIAB",8580.0,Found,1986.0,36.57,-101.19,"(36.57, -101.19)",20.0,2271.0
16333,Harding County,11826,Valid,L4,3075.0,Found,1941.0,45.5,-103.5,"(45.5, -103.5)",21.0,2678.0
16334,Hardtner,11827,Valid,L6,13000.0,Found,1972.0,37.06667,-98.66167,"(37.06667, -98.66167)",17.0,1933.0
16335,Hardwick,11828,Valid,L4,7800.0,Found,1937.0,43.8,-96.16667,"(43.8, -96.16667)",1.0,1509.0
16336,Harlowton,11831,Valid,"Iron, IAB-ung",4000.0,Found,1975.0,46.43333,-109.83333,"(46.43333, -109.83333)",2.0,2155.0
16337,Harper Dry Lake 001,11832,Valid,LL3,13.0,Found,1999.0,35.05102,-117.30672,"(35.05102, -117.30672)",8.0,78.0
16338,Harper Dry Lake 002,11833,Valid,H6,12.0,Found,1999.0,35.05067,-117.30095,"(35.05067, -117.30095)",8.0,78.0
16339,Harper Dry Lake 003,11834,Valid,L6,95.0,Found,1999.0,35.0425,-117.30837,"(35.0425, -117.30837)",8.0,78.0
16340,Harper Dry Lake 004,11835,Valid,LL3,37.0,Found,1999.0,35.05523,-117.30257,"(35.05523, -117.30257)",8.0,78.0
16341,Harper Dry Lake 005,11836,Valid,H6,24.0,Found,1999.0,35.05063,-117.30188,"(35.05063, -117.30188)",8.0,78.0
16342,Harper Dry Lake 006,11837,Valid,H6,26.0,Found,1999.0,35.04722,-117.30752,"(35.04722, -117.30752)",8.0,78.0
16343,Harper Dry Lake 007,11838,Valid,H5,166.7,Found,2000.0,35.04953,-117.26357,"(35.04953, -117.26357)",8.0,78.0
16344,Harper Dry Lake 008,11839,Valid,H6,12.5,Found,2000.0,35.05193,-117.26138,"(35.05193, -117.26138)",8.0,78.0
16345,Harper Dry Lake 017,45964,Valid,H6,16.4,Found,2007.0,35.04102,-117.27465,"(35.04102, -117.27465)",8.0,78.0
16346,Harper Dry Lake 018,52983,Valid,H6,39.7,Found,2007.0,35.0421,-117.27512,"(35.0421, -117.27512)",8.0,78.0
16347,Harper Dry Lake 019,45965,Valid,L6,118.7,Found,2007.0,35.04015,-117.27283,"(35.04015, -117.27283)",8.0,78.0
16348,Harper Dry Lake 029,52112,Valid,H6,11.56,Found,2008.0,35.04568,-117.26658,"(35.04568, -117.26658)",8.0,78.0
16349,Harper Dry Lake 036,52853,Valid,L6,85.5,Found,2010.0,35.03333,-117.28333,"(35.03333, -117.28333)",8.0,78.0
16350,Harriman (Of),11840,Valid,"Iron, IVA",30000.0,Found,1947.0,35.95,-84.56667,"(35.95, -84.56667)",39.0,2065.0
16351,Harriman (Om),11841,Valid,"Iron, IIIAB",13000.0,Found,1938.0,35.95,-84.56667,"(35.95, -84.56667)",39.0,2065.0
16352,Harrison Township,11843,Valid,L6,3263.0,Found,1945.0,38.33333,-101.71167,"(38.33333, -101.71167)",17.0,1951.0
16353,Harrisonville,11844,Valid,L6,46500.0,Found,1933.0,38.65,-94.33333,"(38.65, -94.33333)",18.0,2697.0
16354,Hart,56555,Valid,CK3,966.0,Found,2010.0,34.37718,-102.11672,"(34.37718, -102.11672)",23.0,828.0
16355,Hart Camp,11846,Valid,H6,1200.0,Found,1970.0,33.99833,-102.17667,"(33.99833, -102.17667)",23.0,768.0
16356,Hartley,11847,Valid,L,2100.0,Found,1967.0,35.94167,-102.16,"(35.94167, -102.16)",23.0,780.0
16357,Hartsel,30725,Valid,H4,490.0,Found,2000.0,38.83333,-105.8,"(38.83333, -105.8)",9.0,1062.0
16358,Haskell,11849,Valid,L5,36000.0,Found,1909.0,33.21333,-99.73167,"(33.21333, -99.73167)",23.0,754.0
16359,Hasparos,11850,Valid,"Iron, IAB-MG",12880.0,Found,1935.0,34.0,-105.5,"(34.0, -105.5)",11.0,613.0
16360,Hassayampa,11851,Valid,H4,16000.0,Found,1963.0,33.75,-112.66667,"(33.75, -112.66667)",7.0,989.0
16361,Hat Creek,11853,Valid,H4,8900.0,Found,1939.0,42.91667,-104.41667,"(42.91667, -104.41667)",14.0,3121.0
16362,Hatfield,11854,Valid,"Iron, IAB complex",21.0,Found,1941.0,34.48333,-94.45,"(34.48333, -94.45)",15.0,995.0
16364,Havana,11857,Valid,"Iron, IAB complex",,Found,,40.33333,-90.05,"(40.33333, -90.05)",34.0,1751.0
16365,Haven,11858,Valid,H6,6100.0,Found,1950.0,37.96417,-97.75583,"(37.96417, -97.75583)",17.0,331.0
16366,Haviland (a),11860,Valid,H5,1035.0,Found,1937.0,37.61667,-99.1,"(37.61667, -99.1)",17.0,1238.0
16367,Haviland (b),11861,Valid,H5,2092.0,Found,1976.0,37.59667,-99.125,"(37.59667, -99.125)",17.0,1238.0
16368,Hawk Springs,11862,Valid,H5,367.0,Found,1935.0,41.78333,-104.28333,"(41.78333, -104.28333)",14.0,890.0
16370,Haxtun,11863,Valid,H/L4,15500.0,Found,1975.0,40.45667,-102.57834,"(40.45667, -102.57834)",9.0,33.0
16371,Hayden Creek,11864,Valid,"Iron, IIIAB",270.0,Found,1895.0,45.0,-114.0,"(45.0, -114.0)",5.0,217.0
16372,Hayes Center,11865,Valid,L6,4500.0,Found,1941.0,40.51667,-101.03333,"(40.51667, -101.03333)",19.0,458.0
16375,Hebron,11867,Valid,H6,21820.0,Found,1965.0,40.16667,-97.6,"(40.16667, -97.6)",19.0,2352.0
16379,Hendersonville,11873,Valid,L5,6000.0,Found,1901.0,35.31667,-81.46667,"(35.31667, -81.46667)",37.0,2290.0
16381,Hereford,11876,Valid,OC,2276.0,Found,1970.0,33.795,-102.24167,"(33.795, -102.24167)",23.0,756.0
16383,Hesston,11879,Valid,L6,12900.0,Found,1951.0,38.11667,-97.43333,"(38.11667, -97.43333)",17.0,1232.0
16386,Hickiwan,11881,Valid,H5,1928.0,Found,1974.0,32.35833,-112.40889,"(32.35833, -112.40889)",7.0,942.0
16388,Hildreth,11885,Valid,L5,3060.0,Found,1894.0,40.33333,-99.03333,"(40.33333, -99.03333)",19.0,2251.0
16389,Hill City,11886,Valid,"Iron, IVA",11700.0,Found,1947.0,39.36667,-99.85,"(39.36667, -99.85)",17.0,1949.0
16393,Hobbs,11891,Valid,H4,2300.0,Found,1933.0,32.73333,-103.1,"(32.73333, -103.1)",11.0,1980.0
16394,Hobbs (b),11892,Valid,H5,1600.0,Found,1933.0,32.73333,-103.1,"(32.73333, -103.1)",11.0,1980.0
16395,Holland's Store,11896,Valid,"Iron, IIAB",12200.0,Found,1887.0,34.36667,-85.43333,"(34.36667, -85.43333)",31.0,61.0
16396,Holliday,11897,Valid,Iron,12.0,Found,1950.0,33.75,-98.83333,"(33.75, -98.83333)",23.0,816.0
16397,Holly,11898,Valid,H4,299.0,Found,1937.0,38.06667,-102.1,"(38.06667, -102.1)",9.0,1064.0
16399,Holyoke,11900,Valid,H4,11200.0,Found,1933.0,40.56667,-102.3,"(40.56667, -102.3)",9.0,33.0
16401,Hope,11905,Valid,"Iron, IAB-MG",6800.0,Found,1955.0,33.68333,-93.6,"(33.68333, -93.6)",15.0,1024.0
